"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","3,308,913","(X)","2,178,536","1.5%","1.5%","5.0%","11.3%","22.1%","20.1%","8.8%","13.4%","16.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,742,868","50,488","1,241,897","18,571","17,852","47,133","105,751","239,222","254,618","116,724","190,207","251,819","61,280","80,588","","56,462","39,939","46,832","54,296","74,145","93,791"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,742,868","(X)","1,241,897","1.5%","1.4%","3.8%","8.5%","19.3%","20.5%","9.4%","15.3%","20.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,566,045","36,604","936,639","14,746","15,245","61,636","139,697","241,826","182,529","75,637","102,009","103,314","49,582","60,832","","41,920","27,810","31,059","37,815","52,799","66,703"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,566,045","(X)","936,639","1.6%","1.6%","6.6%","14.9%","25.8%","19.5%","8.1%","10.9%","11.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wyoming","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","323,741","39,954","212,802","4,278","4,208","13,379","27,557","41,671","42,548","19,466","29,234","30,461","54,398","67,805","","48,197","28,406","37,396","44,020","54,129","68,506"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","323,741","(X)","212,802","2.0%","2.0%","6.3%","12.9%","19.6%","20.0%","9.1%","13.7%","14.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","174,588","49,839","126,510","2,144","2,069","7,467","13,936","20,785","25,073","11,557","19,496","23,983","60,412","75,807","","56,879","35,274","47,300","55,153","68,407","80,346"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","174,588","(X)","126,510","1.7%","1.6%","5.9%","11.0%","16.4%","19.8%","9.1%","15.4%","19.0%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","149,153","32,207","86,292","2,134","2,139","5,912","13,621","20,886","17,475","7,909","9,738","6,478","47,938","56,073","","38,561","25,910","27,551","36,010","47,106","61,778"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","149,153","(X)","86,292","2.5%","2.5%","6.9%","15.8%","24.2%","20.3%","9.2%","11.3%","7.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
