"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,716,889","(X)","1,199,214","1.7%","1.5%","4.7%","9.7%","20.1%","20.6%","9.3%","14.4%","18.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,560,767","33,657","898,582","14,488","19,465","73,813","143,458","230,008","162,774","71,150","94,739","88,687","46,762","58,211","","39,723","23,626","29,908","35,438","50,671","63,073"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,560,767","(X)","898,582","1.6%","2.2%","8.2%","16.0%","25.6%","18.1%","7.9%","10.5%","9.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wyoming","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","321,296","35,613","192,477","4,305","6,247","17,022","26,386","37,966","36,392","12,266","24,209","27,684","51,046","65,771","","41,898","31,988","36,645","37,208","50,596","70,910"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","321,296","(X)","192,477","2.2%","3.2%","8.8%","13.7%","19.7%","18.9%","6.4%","12.6%","14.4%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","175,770","45,383","117,097","2,057","3,158","7,672","13,432","19,249","21,704","8,902","18,008","22,915","59,853","75,942","","52,076","37,278","45,130","51,633","62,619","77,439"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","175,770","(X)","117,097","1.8%","2.7%","6.6%","11.5%","16.4%","18.5%","7.6%","15.4%","19.6%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","145,526","27,683","75,380","2,248","3,089","9,350","12,954","18,717","14,688","3,364","6,201","4,769","40,976","49,972","","33,034","22,946","27,346","29,286","41,748","63,564"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","145,526","(X)","75,380","3.0%","4.1%","12.4%","17.2%","24.8%","19.5%","4.5%","8.2%","6.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
