"Label (Grouping)","Population 16 years and over with earnings","Population 16 years and over with earnings!!Median earnings (dollars)","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$1 to $9,999 or loss","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$10,000 to $14,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$15,000 to $24,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$25,000 to $34,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$35,000 to $49,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$50,000 to $64,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings","Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Mean earnings (dollars) for full-time, year-round workers with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","3,284,212","(X)","2,148,822","1.7%","2.2%","8.7%","15.1%","23.3%","18.3%","8.2%","11.0%","11.5%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,703,534","43,188","1,218,277","19,732","23,739","84,737","146,684","259,074","239,995","109,386","154,362","180,568","52,305","68,354","","50,185","34,153","40,729","49,314","65,349","78,021"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,703,534","(X)","1,218,277","1.6%","1.9%","7.0%","12.0%","21.3%","19.7%","9.0%","12.7%","14.8%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,580,678","31,240","930,545","15,938","24,280","102,080","176,849","241,394","152,966","67,590","82,731","66,717","42,360","52,123","","36,278","22,373","27,155","32,535","46,401","61,368"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,580,678","(X)","930,545","1.7%","2.6%","11.0%","19.0%","25.9%","16.4%","7.3%","8.9%","7.2%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"Wyoming","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","320,482","34,780","206,580","4,113","7,699","22,042","29,934","41,206","35,069","16,362","23,903","26,252","49,239","60,298","","40,800","29,982","36,929","36,885","47,962","61,288"
"    Percent","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","320,482","(X)","206,580","2.0%","3.7%","10.7%","14.5%","19.9%","17.0%","7.9%","11.6%","12.7%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","172,726","46,506","120,831","1,512","3,105","10,043","11,931","21,717","23,070","10,084","17,696","21,673","57,339","70,263","","51,903","34,420","51,652","51,650","56,735","61,460"
"    Percent Male","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","172,726","(X)","120,831","1.3%","2.6%","8.3%","9.9%","18.0%","19.1%","8.3%","14.6%","17.9%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","147,756","26,594","85,749","2,601","4,594","11,999","18,003","19,489","11,999","6,278","6,207","4,579","37,302","46,256","","31,119","17,688","26,036","28,930","36,361","61,187"
"    Percent Female","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","147,756","(X)","85,749","3.0%","5.4%","14.0%","21.0%","22.7%","14.0%","7.3%","7.2%","5.3%","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)"
